DATA_YM,AREA_ID,DIST_CD,TOTAL_BIDG,FAC_NEIGH_1,FAC_NEIGH_2,FAC_CULT_MTG,FAC_RELG,FAC_RETAIL,FAC_MEDI,FAC_YOSE,FAC_TRAIN,FAC_SPORT,FAC_STAY,FAC_LEISURE,TOTAL_GAS,CMRC_GAS,TOTAL_ELEC
202306,9358,11680,0.06651376146788991,0.028933092224231464,0.06651376146788991,0,0,0,0,0,0,0,0,0,-0.25065981442413204,-0.18897655841607158,785.407
202211,10115,28200,0.01834862385321101,0.08860759493670886,0.01834862385321101,0,1,1,0,1,1,0,0,0,-0.3396695314341431,-0.18679297945739937,602.178
202307,9859,45790,0.02408256880733945,0.13200723327305605,0.02408256880733945,0,0,0,0,1,0,0,1,1,-0.5440933660543,-0.49784113921908923,629.821
202303,9241,11560,0.0034403669724770644,0.003616636528028933,0.0034403669724770644,0,0,0,0,0,0,0,0,0,2.3854507511828644,-0.4873645251908953,14834.384
202407,9237,11560,0.01834862385321101,0.023508137432188065,0.01834862385321101,0,0,1,0,0,0,0,1,0,-0.40947721194654757,-0.3488738828455047,727.753
202409,9791,46150,0.016055045871559634,0.003616636528028933,0.016055045871559634,0,0,0,0,1,0,0,0,0,-0.30489175470934016,-0.49509150355475423,1147.121
202303,10261,43130,0.034403669724770644,0.019891500904159132,0.034403669724770644,0,1,1,0,1,0,0,1,1,-0.5563175891146833,-0.5138946291243102,238.769
202301,9399,42780,0.07110091743119266,0.1518987341772152,0.07110091743119266,1,0,1,0,1,0,0,1,1,-0.5731352521004313,-0.5398784579036042,828.916
202303,9735,29110,0.05504587155963303,0.15009041591320071,0.05504587155963303,0,0,1,1,0,0,1,1,1,-0.3734072840249011,-0.2723634064545651,774.361
202310,9477,26470,0.04931192660550459,0.028933092224231464,0.04931192660550459,0,1,0,1,0,0,1,1,1,-0.33972862371448653,-0.32542817929482754,1100.704
202307,9525,26110,0.07110091743119266,0.0325497287522604,0.07110091743119266,0,0,0,0,1,0,0,1,0,0.10692431674689346,-0.3909507646331036,2423.437
202211,10361,47820,0.07568807339449542,0.11030741410488246,0.07568807339449542,0,0,1,0,1,0,0,1,1,-0.5601300260681753,-0.5208257804530572,335.564
202208,9342,11590,0.0011467889908256881,0.0,0.0011467889908256881,0,0,1,0,0,0,0,0,0,0.34462892365648573,-0.5398784579036042,2905.038
202308,9561,48121,0.0,0.0018083182640144665,0.0,0,0,1,0,0,0,0,0,1,1.132061135630551,-0.528633406680895,2208.149
202303,9322,11680,0.0768348623853211,0.018083182640144666,0.0768348623853211,0,0,1,0,0,0,0,1,1,1.0273397661485537,0.07013133362762675,2539.92
202208,10097,41273,0.020642201834862386,0.054249547920433995,0.020642201834862386,1,0,1,1,0,0,0,1,0,1.4095092405564746,1.8617799332564486,8031.452
202401,9347,11590,0.0860091743119266,0.18264014466546113,0.0860091743119266,0,1,1,0,1,0,0,1,0,0.7632819719484574,1.466171727284045,1964.822
202210,9144,11440,0.05045871559633028,0.018083182640144666,0.05045871559633028,0,0,0,1,0,0,0,1,0,-0.33373863623033806,-0.2277042713618325,650.058
202410,10221,44230,0.0022935779816513763,0.0018083182640144665,0.0022935779816513763,0,0,0,0,0,0,0,0,0,-0.5731352521004313,-0.5398784579036042,0.433
202406,9744,46810,0.1341743119266055,0.3291139240506329,0.1341743119266055,1,1,1,0,1,0,1,1,1,-0.36350440271067663,-0.2486331528932456,1087.765
202402,9976,41670,0.03669724770642202,0.11030741410488246,0.03669724770642202,1,0,1,1,0,0,0,1,1,-0.3819461185345307,-0.2685714351897489,379.37
202312,9915,41220,0.06536697247706422,0.06329113924050633,0.06536697247706422,1,0,0,0,1,0,0,1,1,0.12956847857450637,0.42912845266926125,1268.252
202308,9405,51720,0.016055045871559634,0.05786618444846293,0.016055045871559634,0,0,0,1,1,0,0,1,1,-0.2954507780531338,-0.2783983013326794,435.475
202407,9888,41115,0.022935779816513763,0.012658227848101266,0.022935779816513763,0,0,1,0,0,0,0,1,0,0.48054313818911615,0.7489200582125056,3102.196
202407,9209,11140,0.24426605504587157,0.3887884267631103,0.24426605504587157,0,0,0,1,1,0,0,1,1,1.6112187697661888,2.0567636434901075,5790.229
202207,10027,41190,0.0022935779816513763,0.0018083182640144665,0.0022935779816513763,0,0,1,0,0,0,0,0,0,0.6119830822284078,0.6849541288148021,5224.151
202307,9907,41465,0.05963302752293578,0.023508137432188065,0.05963302752293578,0,0,1,0,0,0,1,0,1,-0.2224915092557449,-0.09033813413871279,2082.549
202301,9225,11545,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.7562607718692054,-0.5398784579036042,9174.439
202208,9854,45130,0.01834862385321101,0.2224231464737794,0.01834862385321101,0,0,1,1,0,0,0,1,0,-0.5284831553302367,-0.4709808355407044,394.448
202405,9921,41220,0.10550458715596331,0.3182640144665461,0.10550458715596331,0,1,1,0,1,0,0,1,1,-0.222869699849943,-0.09106852988795507,1013.619
202306,9877,41117,0.040137614678899085,0.009041591320072333,0.040137614678899085,0,0,0,0,0,0,0,0,0,-0.4836153717367884,-0.4015673711799023,258.663
202210,10178,30200,0.006880733944954129,0.009041591320072333,0.006880733944954129,0,0,0,0,0,0,0,0,0,-0.5474665503905723,-0.5002194903775594,243.151
202408,9208,11140,0.13073394495412843,0.13924050632911392,0.13073394495412843,1,1,0,0,1,0,0,1,0,0.7933294116317665,0.19425296126448646,2003.828
202409,9211,11500,0.011467889908256881,0.0054249547920434,0.011467889908256881,0,0,0,0,1,0,0,0,0,-0.5052904201667686,-0.47035391252260483,271.748
202301,9308,11680,0.011467889908256881,0.003616636528028933,0.011467889908256881,0,0,0,1,0,0,0,1,1,2.236574644956897,1.3087927465316869,3241.803
202410,10093,41273,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.47139705790443953,-0.5398784579036042,666.476
202210,9897,41115,0.12041284403669725,0.07775768535262206,0.12041284403669725,1,1,1,1,1,0,0,1,1,-0.37383373331471303,-0.2554273550190097,915.743
202303,10183,30170,0.03211009174311927,0.0433996383363472,0.03211009174311927,0,0,0,1,0,0,0,0,0,0.006504865273899849,0.28677279948413026,1132.66
202301,10153,28260,0.0045871559633027525,0.0,0.0045871559633027525,0,0,0,0,0,0,0,0,0,-0.5402700955160783,-0.5398784579036042,562.913
202311,10325,27230,0.0,0.0054249547920434,0.0,0,1,0,0,0,0,1,0,0,-0.5011273690165721,-0.428623968715896,153.908
202410,10077,41173,0.0,0.0018083182640144665,0.0,0,1,0,0,0,0,0,0,0,-0.3538280418044355,-0.5393184878291851,626.761
202307,9727,29200,0.07224770642201835,0.039783001808318265,0.07224770642201835,0,0,1,1,1,0,0,0,0,-0.14126326069562817,-0.056116049971090196,1987.317
202402,9212,11500,0.033256880733944956,0.05063291139240506,0.033256880733944956,0,0,0,0,1,0,0,1,0,-0.09154498575732112,-0.19856908925612018,604.381
202210,9438,26320,0.10550458715596331,0.08318264014466546,0.10550458715596331,0,0,0,1,1,0,0,1,0,-0.29953996385290105,-0.17656591731019655,1174.01
202311,9236,11560,0.0034403669724770644,0.003616636528028933,0.0034403669724770644,0,0,0,0,0,0,0,1,0,2.7572830160160366,0.4403522006826176,7401.803
202303,9735,29110,0.05504587155963303,0.15009041591320071,0.05504587155963303,0,0,1,1,0,0,1,1,1,-0.26522803127147243,-0.12228381822119695,894.716
202207,9150,11410,0.231651376146789,0.3996383363471971,0.231651376146789,0,1,1,0,0,0,0,1,1,2.025244892507268,3.0911927099857284,7521.388
202303,9238,11560,0.028669724770642203,0.048824593128390596,0.028669724770642203,1,0,0,0,0,0,0,1,0,-0.1777478194510179,-0.16475785269744636,879.391
202404,9586,48870,0.07224770642201835,0.20795660036166366,0.07224770642201835,0,0,1,1,0,0,0,1,1,-0.5046157832995142,-0.4340136806821796,667.592
202402,9370,11680,0.16743119266055045,0.09041591320072333,0.16743119266055045,0,1,0,1,0,0,0,1,0,0.8273764138229887,1.3089905620471067,3501.963
202211,10150,28237,0.09059633027522936,0.2766726943942134,0.09059633027522936,0,0,1,0,0,0,0,1,1,0.12435752431955249,0.1668615990100901,1829.754
202404,10040,41281,0.026376146788990827,0.027124773960216998,0.026376146788990827,0,1,1,0,0,0,0,1,0,0.4193461877940925,0.8186956771323071,4220.748
202307,9974,41830,0.10894495412844037,0.0922242314647378,0.10894495412844037,0,0,0,0,0,0,0,1,1,-0.4255995557669209,-0.33377142907210966,966.525
202212,10275,43770,0.02981651376146789,0.07233273056057866,0.02981651376146789,0,0,1,0,0,0,1,1,0,-0.33632293862402524,-0.49723095443690973,1831.303
202303,9406,51790,0.08027522935779817,0.18264014466546113,0.08027522935779817,1,0,1,1,0,0,0,1,1,-0.5731352521004313,-0.5398784579036042,0.0
202403,10002,41150,0.0034403669724770644,0.012658227848101266,0.0034403669724770644,1,0,0,0,0,0,0,0,0,-0.5278991266261756,-0.4699871929901728,28.726
202402,9422,51130,0.021788990825688075,0.0054249547920434,0.021788990825688075,0,0,1,0,0,0,1,0,0,-0.3303211326838081,-0.41612507145698746,575.882
202303,10104,28177,0.07110091743119266,0.07233273056057866,0.07110091743119266,0,0,0,0,0,0,1,0,1,0.08094045620853613,0.4267394499061147,600.497
202307,10368,41117,0.05619266055045872,0.0325497287522604,0.05619266055045872,0,1,0,0,1,0,0,0,0,-0.3603212985428424,-0.21459214600512266,859.883
202409,9265,11710,0.0034403669724770644,0.0054249547920434,0.0034403669724770644,0,0,0,0,0,0,0,0,0,-0.5576166344109003,-0.5159016957769155,110.78
202404,9984,41135,0.0022935779816513763,0.009041591320072333,0.0022935779816513763,0,0,1,0,0,0,0,1,0,0.9084303401560921,0.6806417505786508,10795.571
202312,9225,11545,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1.2368031874106684,-0.5398784579036042,8227.327
202208,9617,27290,0.09403669724770643,0.0705244122965642,0.09403669724770643,0,0,0,0,1,0,1,1,1,-0.003990908586437266,-0.16035721830826163,2189.761
202402,9589,48250,0.14220183486238533,0.34177215189873417,0.14220183486238533,0,0,1,1,1,0,0,1,1,0.8060273578062365,0.5953817417749131,3193.649
202403,9954,41135,0.0011467889908256881,0.0018083182640144665,0.0011467889908256881,0,1,0,0,0,0,0,0,0,-0.4716462303532211,-0.4832667007060839,589.671
202303,9289,11680,0.016055045871559634,0.009041591320072333,0.016055045871559634,0,0,0,1,0,0,0,1,0,0.3783006898675269,0.6187331025413131,1853.146
202301,10123,28185,0.03096330275229358,0.0162748643761302,0.03096330275229358,0,1,0,1,0,0,0,0,0,0.5748770696580727,0.1058081226624902,1490.872
202208,9612,27290,0.01261467889908257,0.02531645569620253,0.01261467889908257,0,0,0,0,0,0,0,0,0,-0.5485893037170981,-0.5021337359036986,286.274
202303,9542,31140,0.04243119266055046,0.08860759493670886,0.04243119266055046,0,0,0,1,0,0,0,1,1,-0.1355332792449909,-0.06751783194832435,858.535
202311,9343,11590,0.10894495412844037,0.10488245931283906,0.10894495412844037,0,0,0,0,0,0,0,1,0,1.016648002891744,1.2312308045934006,1835.764
202309,9732,29110,0.18692660550458715,0.22423146473779385,0.18692660550458715,1,1,1,0,1,1,0,1,1,0.485599467643838,0.961072633526791,3051.735
202207,10065,41480,0.027522935779816515,0.18806509945750452,0.027522935779816515,1,1,0,0,1,0,0,1,0,-0.5203047837307021,-0.4617626325221425,281.017
202307,9754,46110,0.0779816513761468,0.11211573236889692,0.0779816513761468,0,1,1,1,0,0,1,0,1,-0.4685281276937647,-0.37825709517439715,925.55
202309,9621,27110,0.0022935779816513763,0.023508137432188065,0.0022935779816513763,0,0,0,0,0,0,0,0,0,-0.5500134276733755,-0.5398601980098732,142.161
202211,9568,48129,0.04472477064220184,0.13924050632911392,0.04472477064220184,0,0,0,1,0,0,0,1,1,-0.5424722678302112,-0.4925031636183769,323.603
202301,9144,11440,0.05045871559633028,0.018083182640144666,0.05045871559633028,0,0,0,1,0,0,0,1,0,0.1084735193632311,0.14076060257935508,1091.974
202311,10339,46170,0.013761467889908258,0.054249547920433995,0.013761467889908258,1,0,0,0,0,0,0,1,0,-0.5549752094795477,-0.5118206095280242,75.476
202408,9723,29200,0.07224770642201835,0.02531645569620253,0.07224770642201835,0,1,0,1,0,0,1,1,1,0.6805951289351964,1.2885425243839448,2533.553
202301,9218,11530,0.0022935779816513763,0.003616636528028933,0.0022935779816513763,0,0,0,0,0,0,0,0,0,-0.5234662207290771,-0.46313821118321546,502.747
202307,10050,41285,0.01261467889908257,0.007233273056057866,0.01261467889908257,0,0,0,0,0,0,0,1,0,-0.007787587598504412,0.1943686072581165,3216.5
202210,10252,43113,0.033256880733944956,0.039783001808318265,0.033256880733944956,0,0,1,0,0,0,0,1,1,0.5312088593555967,1.1318254647793373,2005.2
202405,10285,29140,0.0,0.0018083182640144665,0.0,0,0,0,0,0,0,0,0,0,-0.5731352521004313,-0.5398784579036042,3.516
202303,9513,26380,0.0045871559633027525,0.007233273056057866,0.0045871559633027525,0,0,0,0,0,0,0,0,0,-0.5568976783333882,-0.5197347518026265,71.818
202301,9209,11140,0.23623853211009174,0.3887884267631103,0.23623853211009174,0,0,0,1,1,0,0,1,1,4.228458215645502,2.3569654263755497,5539.491
202407,9281,11650,0.11123853211009174,0.09584086799276673,0.11123853211009174,0,1,0,1,1,0,1,1,0,0.004556789765243866,0.22158650052206783,2381.034
202308,10198,44200,0.0011467889908256881,0.012658227848101266,0.0011467889908256881,0,1,0,0,1,0,0,0,0,-0.5699245715351035,-0.535293702919298,35.812
202307,9141,11440,0.045871559633027525,0.0867992766726944,0.045871559633027525,0,1,0,1,0,0,0,1,0,0.6010451011368338,0.21142486966073462,1955.221
202303,9272,11710,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,3.9634116106209922,0.12526556109074233,3702.057
202408,9390,11290,0.0034403669724770644,0.014466546112115732,0.0034403669724770644,0,0,1,0,0,0,0,0,0,-0.2163439423573472,0.011375560574518192,111.806
202311,9633,27140,0.006880733944954129,0.014466546112115732,0.006880733944954129,0,0,1,0,1,0,0,1,0,-0.5582361184831676,-0.516858818539985,121.239
202408,9364,11650,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.34301767414578743,0.2033357367378764,1398.952
202408,9161,11170,0.03784403669724771,0.0379746835443038,0.03784403669724771,0,1,0,0,0,0,0,0,0,-0.29140000223558976,-0.10759525537237254,1098.717
202208,9742,29170,0.10206422018348624,0.11392405063291139,0.10206422018348624,0,1,0,1,1,0,1,1,0,0.11042061000054804,0.015079275686300913,2267.914
202409,9557,48740,0.034403669724770644,0.11934900542495479,0.034403669724770644,0,0,0,0,1,1,0,0,0,-0.5592062167521393,-0.5183576514837427,310.064
202311,10362,51210,0.0194954128440367,0.04159132007233273,0.0194954128440367,0,0,0,0,0,0,0,1,1,-0.47769038576101774,-0.3924130777893991,291.995
202406,9182,11110,0.1651376146788991,0.22423146473779385,0.1651376146788991,0,0,0,1,0,0,0,1,1,-0.18690219854755855,-0.1826677651319914,981.458
202308,10253,43112,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,-0.5502172960405604,-0.5398784579036042,0.0
202303,9227,11545,0.0389908256880734,0.12115732368896925,0.0389908256880734,0,0,1,1,0,0,0,1,0,0.3181585366766339,0.6497307938075932,1568.31
202207,10082,41171,0.04357798165137615,0.10669077757685352,0.04357798165137615,1,1,1,0,1,0,0,1,0,-0.20011720217503376,-0.13295063947575606,1122.895
202404,9427,51130,0.014908256880733946,0.019891500904159132,0.014908256880733946,0,0,1,0,1,0,0,0,0,-0.34105426053685806,-0.18130588139121676,769.964
202207,9341,11620,0.05963302752293578,0.05063291139240506,0.05963302752293578,0,0,1,1,0,0,1,1,1,0.17450323341901056,0.3859407606796897,1515.154
202212,9464,26230,0.03669724770642202,0.0705244122965642,0.03669724770642202,0,0,0,1,0,0,0,1,0,-0.23674161266056967,-0.30739044760416506,1082.301
