"DATA_YM","TOTAL_BIDG","FAC_NEIGH_1","FAC_NEIGH_2","FAC_CULT_MTG","FAC_RELG","FAC_RETAIL","FAC_MEDI","TOTAL_GAS","CMRC_GAS","TOTAL_ELEC"
202406,627,196,174,1,1,4,1,13.1587994478055,12.5944051586314,2375.198
202404,528,188,98,4,1,6,0,13.0476570724391,12.8540786213632,996.904
202207,40,9,10,1,0,0,1,13.2552705752598,13.1395115042374,1713.656
202301,49,17,21,0,0,0,1,13.9036880880663,12.8988247480571,1331.946
202208,28,3,6,1,0,7,0,14.102397064037,13.7685436805968,4339.841
202312,72,17,16,0,0,0,0,12.2718931570668,12.2718978385503,296.221
202303,14,5,2,0,0,3,0,9.90328753253346,0,281.686
202403,446,216,62,1,1,2,1,12.0664139478251,12.0664196972149,1172.632
202406,62,17,34,0,0,0,1,12.5830594008344,12.4097397563435,1555.994
202208,42,8,22,0,0,0,0,12.8065506557481,11.3131687961029,770.661
202403,247,97,61,0,1,0,0,9.55307865017604,9.55314963005328,497.68
202312,94,36,37,0,1,0,1,12.0521869305966,11.9205548959078,587.447
202211,327,105,51,0,1,1,1,13.2393069496988,13.1692183369393,963.669
202303,92,34,13,0,0,1,0,11.5067665376546,11.3565990866933,211.954
202306,113,7,16,0,0,1,0,12.3829795696226,12.3829837589027,1259.135
202211,257,26,90,0,0,0,0,14.3938471557493,13.6728450041866,4480.166
202210,114,62,18,1,0,2,0,12.5162962381432,12.0095527679363,1094.179
202303,438,233,47,3,1,0,1,11.6108594722539,11.5510590489511,554.552
202207,341,153,57,1,0,2,1,11.932595865134,11.9254985845378,828.035
202303,174,4,3,0,1,2,1,12.6831201582772,12.6241939911788,1116.978
202306,114,16,58,0,0,0,0,12.6990265166611,12.3484659055593,785.407
202211,96,49,16,0,1,1,0,12.3760348053333,12.3546693591725,602.178
202307,214,73,21,0,0,0,0,10.2917386799096,10.2265488343895,629.821
202303,28,2,3,0,0,0,0,14.9154662771587,10.4490623686289,14834.384
202407,45,13,16,0,0,1,0,12.0207786754897,11.7402602209029,727.753
202409,57,2,14,0,0,0,0,12.5148946859335,10.2899057477241,1147.121
202303,232,11,30,0,1,2,0,9.74542924787785,9.74548780788724,238.769
202303,251,83,48,0,0,5,1,12.2199558266388,12.0771363933436,774.361
202310,142,16,43,0,1,0,1,12.3757816642733,11.8560398791228,1100.704
202307,144,18,62,0,0,0,0,13.4451799411493,11.491425998857,2423.437
202211,268,61,66,0,0,1,0,9.48835082473123,9.43524237630526,335.564
202208,3,0,1,0,0,1,0,13.744940014035,0,2905.038
202308,94,1,0,0,0,1,0,14.3644351120743,8.90801832278489,2208.149
202303,228,10,67,0,0,1,0,14.3010552961413,12.901432376594,2539.92
202208,65,30,18,1,0,3,1,14.5151863804869,14.2718702809979,8031.452
202401,301,101,75,0,1,1,0,14.1207471443627,14.0918786176712,1964.822
202210,91,10,44,0,0,0,1,12.4011212027128,12.2315210699838,650.058
202406,488,182,117,1,1,4,0,12.2683476693895,12.1621259826477,1087.765
202402,161,61,32,1,0,1,1,12.1762627117577,12.0912115867384,379.37
202312,210,35,57,1,0,0,0,13.4779349128117,13.3642281872325,1268.252
202308,164,32,14,0,0,0,1,12.5494850292353,12.0543190903026,435.475
202407,67,7,20,0,0,1,0,13.8830420955561,13.6494217345593,3102.196
202407,685,215,213,0,0,0,1,14.6120749672224,14.3499298492382,5790.229
202207,8,1,2,0,0,1,0,14.0005974543465,13.5985155654619,5224.151
202307,105,13,52,0,0,2,0,12.7827702759466,12.5961838162311,2082.549
202301,41,0,0,0,0,0,0,14.6763638413466,0,9174.439
202208,233,123,16,0,0,1,1,10.7219008119285,10.7205986278275,394.448
202405,541,176,92,0,1,3,0,12.7816911330859,12.5945577390203,1013.619
202306,153,5,35,0,0,0,0,11.4174602731522,11.4174712747969,258.663
202210,88,5,6,0,0,0,0,10.1682719630094,10.1683103308418,243.151
202408,286,77,114,2,1,0,0,14.1429816916444,13.0866450038931,2003.828
202409,56,3,10,0,0,0,0,11.1402227599543,10.7296566209451,271.748
202301,60,2,10,0,0,0,1,14.8638360630867,14.0101780886173,3241.803
202410,2,0,0,0,0,0,0,11.545402335603,0,666.476
202210,260,43,105,1,1,2,1,12.2178183933602,12.1385215912679,915.743
202303,112,24,28,0,0,0,1,13.2854069692427,13.2053396241952,1132.66
202301,64,0,4,0,0,0,0,10.4154125717454,0,562.913
202311,5,3,0,0,1,0,0,11.1997751458684,11.199788823046,153.908
202410,6,1,0,0,1,0,0,12.3134730791399,5.91079664404053,626.761
202307,194,22,63,0,0,2,1,12.991128773711,12.6695519123353,1987.317
202402,118,28,29,0,0,0,0,13.1000932282786,12.3207486370981,604.381
202210,196,46,92,0,0,0,1,12.5346495098524,12.38322251886,1174.01
202311,49,2,3,0,0,0,0,15.0338527266975,13.3757443356073,7401.803
202303,251,83,48,0,0,5,1,12.6527980520894,12.5224697177203,894.716
202207,574,221,202,0,1,2,0,14.7856430541162,14.6852382637548,7521.388
202303,85,27,25,1,0,0,0,12.90286567191,12.4152065179753,879.391
202404,410,115,63,0,0,6,1,11.150117466528,11.1501318400233,667.592
202402,286,50,146,0,1,0,1,14.1675924700628,14.010285086968,3501.963
202211,334,153,79,0,0,2,0,13.4704917028246,13.0486199541792,1829.754
202404,60,15,23,0,1,4,0,13.8232078575981,13.7021469920489,4220.748
202307,213,51,95,0,0,0,0,11.917069701111,11.8163578475132,966.525
202212,164,40,26,0,0,2,0,12.3902674467058,10.2409592894904,1831.303
202403,58,7,3,1,0,0,0,10.734895549345,10.7349173208961,28.726
202402,38,3,19,0,0,3,0,12.4152957555216,11.3062579354993,575.882
202303,139,40,62,0,0,0,0,13.4062226522674,13.3617597334315,600.497
202307,188,18,49,0,1,0,0,12.2834178721169,12.2726653054793,859.883
202409,6,3,3,0,0,0,0,9.66503998996204,9.66510345180563,110.78
202404,32,5,2,0,0,3,0,14.2238541858231,13.594988567355,10795.571
202312,43,0,0,0,0,0,0,14.4240476579315,0,8227.327
202208,180,39,82,0,0,0,0,13.2671336268115,12.4268694453759,2189.761
202402,690,189,124,0,0,4,1,14.1522313351253,13.5225733682062,3193.649
202403,9,1,1,0,1,0,0,11.5429501780759,10.5241984398314,589.671
202303,45,5,14,0,0,0,1,13.7809719068321,13.5429338232881,1853.146
202301,171,9,27,0,1,0,1,13.9687868556308,12.9582714466827,1490.872
202208,71,14,11,0,0,0,0,10.1235463508884,10.1188408383753,286.274
202303,203,49,37,0,0,0,1,13.0043093050208,12.6457008266699,858.535
202311,261,58,95,0,0,0,0,14.294352513877,13.9673170637899,1835.764
202309,392,124,163,1,1,5,0,13.8878293590771,13.8018101342945,3051.735
202207,284,104,24,1,1,0,0,10.8900876223083,10.8461670187482,281.017
202307,143,62,68,0,1,1,1,11.5732112058436,11.573220620754,925.55
202309,19,13,2,0,0,0,0,10.0637764974655,2.56494935746154,142.161
202211,225,77,39,0,0,0,1,10.3460557485958,10.3460878673066,323.603
202301,90,10,44,0,0,0,1,13.4474553899336,13.010989260683,1091.974
202311,87,30,12,2,0,0,0,9.82222326570516,9.82227749711059,75.476
202408,116,14,63,0,1,0,1,14.0568782364967,13.999163727768,2533.553
202301,6,2,2,0,0,0,0,10.8283811732176,10.8284010017012,502.747
202307,25,4,11,0,0,0,0,13.2604404228767,13.0868025188055,3216.5
202210,229,22,29,0,0,2,0,13.9300064189995,13.9095544818594,2005.2
202303,57,4,4,0,0,0,0,9.71032747056118,9.49092229793766,71.818
202301,681,215,206,0,0,0,1,15.3997026598222,14.4593325062314,5539.491
202407,258,53,97,0,1,0,1,13.2820404727137,13.1232010264784,2381.034
202308,89,7,1,0,1,0,0,8.08948247436075,8.01102337918644,35.812
202307,197,48,40,0,1,0,1,13.9913251570188,13.1097663671832,1955.221
202303,11,0,0,0,0,1,0,15.3429209442753,12.9879607482206,3702.057
202408,24,8,3,0,0,1,0,12.8001505898778,12.8001533502309,111.806
202311,33,8,6,0,0,3,0,9.62430261033829,9.62436871074483,121.239
202408,3,0,0,0,0,1,0,13.7431828463598,13.0989412074598,1398.952
202408,75,21,33,0,1,0,0,12.5639673452643,12.5570393283018,1098.717
202208,371,63,89,0,1,0,1,13.4503079278762,12.8068495704705,2267.914
202409,394,66,30,0,0,0,0,9.5569750810205,9.55704578487742,310.064
202311,52,23,17,0,0,0,0,11.4815483105279,11.4815586292207,291.995
202406,370,124,144,0,0,0,1,12.8794404985225,12.366284916736,981.458
202308,43,0,0,0,0,0,0,10.0549202562963,0,0
202303,176,67,34,0,0,2,1,13.7156736479591,13.5693363247875,1568.31
202207,195,59,38,1,1,5,0,12.8446263552637,12.4965944321743,1122.895
202404,30,11,13,0,0,1,0,12.3700859578815,12.3700902015261,769.964
202207,189,28,52,0,0,1,1,13.5399190985842,13.3186355042405,1515.154
202212,128,39,32,0,0,0,1,12.7412815657606,11.9368000735611,1082.301
202207,57,9,11,0,0,1,0,14.2391547539192,13.1407198615001,5891.673
202308,28,2,1,0,0,2,0,12.3208065929936,11.6794394037809,1335.757
202303,318,24,104,1,1,0,1,14.9579119549137,14.0638102241912,7736.667
202307,20,9,4,0,0,0,0,13.4884124466177,11.8416391099793,994.351
202310,63,4,52,0,0,0,0,11.5144542957127,11.462547540977,225.607
202210,207,23,59,0,1,1,0,12.6604453712273,12.2353644218322,1269.925
202310,28,12,5,0,0,0,1,11.2851587432538,11.2391857446412,800.603
202208,74,20,41,0,0,1,0,12.3200841333887,12.2583566989539,1244.276
202308,238,22,25,0,1,0,1,10.8300849873989,10.8301047821276,210.001
202309,101,1,1,0,0,0,0,10.9859873968003,9.18450961194166,99.198
202404,102,18,32,0,0,0,0,12.513075611616,12.5130792898514,534.843
202301,188,42,21,0,1,2,0,11.8596945070688,11.8597015767297,580.035
202401,16,5,2,0,1,1,0,11.944597485692,11.8018867189204,624.017
202301,114,12,15,0,0,0,0,9.83027149020487,9.83032528690714,357.685
202401,38,2,3,0,0,4,1,14.1116926526542,13.6580927134288,6886.614
202208,131,12,23,0,0,0,0,12.8729682489457,9.50539519875738,1181.09
202405,310,178,76,0,0,4,1,13.3399088888913,13.328736691078,2048.039
202408,282,82,41,3,1,0,1,12.0900330891302,12.0697774370829,688.197
202307,161,7,42,1,1,1,0,12.8557171584407,12.7672301016272,1750.982
202308,37,4,6,0,0,0,0,11.5127354469179,10.8711365766854,332.036
202401,70,26,18,0,1,0,0,13.7080522880021,11.4992828259291,539.606
202303,149,26,12,0,0,0,1,13.2959653623171,12.9686829203384,2373.262
202303,314,97,86,3,1,0,0,11.9869211154855,11.9869273405657,453.068
202405,130,38,45,0,0,0,1,12.5753231841707,12.1462430201203,658.516
202405,134,44,40,0,0,1,0,11.8490262040233,11.140338885428,440.382
202303,106,20,45,0,0,0,0,11.206210069232,11.1211561399911,343.687
202207,111,15,41,0,0,0,0,11.1109990881602,11.1090690622015,432.458
202405,17,8,1,1,0,2,0,11.0611231816537,11.061138892943,233.397
202306,333,129,72,1,0,2,1,11.2498059153467,11.1002091301479,910.194
202210,84,4,10,0,0,1,0,10.2825060106293,9.70789836874127,222.814
202401,366,74,70,0,1,3,1,12.651674713576,12.6516779157637,606.321
202404,281,2,5,0,0,0,0,9.44817547203338,9.44825430219384,70.874
202410,192,37,76,0,0,0,1,13.3192664387839,12.5383181047574,1898.263
202312,416,110,41,0,1,2,1,8.82732145269785,8.82746811252065,304.045
202303,74,20,41,0,0,1,0,12.7432704462381,12.688720992309,799.238
202210,102,20,31,0,0,0,0,12.0180609304478,12.0180669646679,544.654
202210,62,21,28,0,0,0,0,12.1586193373704,12.134775335148,1347.891
202301,644,209,117,0,0,0,1,11.3204687202381,10.805212719731,1491.662
202402,265,47,65,0,0,2,1,15.119421453139,13.8552426787879,3621.802
202211,51,10,34,0,1,0,0,12.3514016715943,12.3214839820414,694.672
202208,216,58,62,1,0,4,0,11.1862530528272,11.0942079300861,913.942
202404,311,75,121,0,0,4,0,14.0797330947737,13.9879021420312,2533.374
202211,222,42,49,1,1,2,1,11.3829192800646,11.1210377652758,530.446
202303,532,76,50,1,0,1,0,13.1782256182415,12.1461580840612,1222.188
202210,56,18,10,1,0,2,0,12.5401849568598,12.4940446759401,854.975
202210,187,73,54,0,0,0,0,12.9047768571525,12.7359064634668,653.144
202401,177,8,8,0,0,0,0,14.6676275021775,12.8678916844905,1029.277
202210,119,16,76,1,0,0,0,12.1699583026092,12.1143081722723,454.988
202410,212,8,9,0,1,0,0,10.4143931731023,9.77286620732769,40.857
202208,538,266,87,6,1,2,1,13.2830117585168,13.0345655093935,1780.657
202210,76,57,8,0,0,0,0,11.4128620062132,11.4128730585627,246.034
202408,237,85,42,0,1,2,0,11.3762691949982,11.3754778424896,799.354
202405,60,7,32,0,0,1,1,12.8905649807331,12.8471709831898,1902.862
202307,27,17,7,0,0,0,0,10.2011075795269,10.20114470801,149.84
202212,35,2,17,0,0,0,1,13.5121434492909,13.158581510399,2727.113
202212,1095,200,163,2,1,5,1,14.2010089853202,14.026878649891,3963.322
202303,187,0,1,0,1,1,0,13.4220545510756,12.7632798207999,2943.923
202311,228,27,94,0,0,1,0,13.7837628919072,13.7702045670079,1910.782
202402,113,28,30,0,0,0,1,12.6342185878614,12.6061197695002,1054.086
202404,51,12,9,0,0,0,0,9.6841492520629,9.68421151274841,159.935
202208,7,1,0,0,0,1,0,13.5088005980279,9.13604776739433,2006.167
202210,144,12,80,9,1,0,0,13.3748093874273,13.2641441501347,1521.755
202210,163,53,27,0,0,1,1,13.6080816325806,12.7267753301384,1475.557
202303,124,36,51,0,0,1,1,14.1733737956023,11.8159147814892,1476.184
202401,153,37,41,0,0,0,0,14.5997106873486,13.756188275236,1685.636
202211,82,19,37,0,0,0,0,12.3171845899673,12.2815557431938,320.598
202212,223,87,15,1,0,2,0,12.7942814435438,11.8619754123692,578.016
202409,165,2,1,0,0,0,0,7.81075811652936,7.81116338502528,13.135
202404,151,51,32,0,0,0,1,10.3868391993014,10.386870034472,313.007
202410,9,0,6,0,0,0,0,11.3763379786735,9.72268484171144,218.897
202404,95,47,17,0,1,1,0,12.5247190853519,12.5247227210083,571.248
202403,122,8,74,0,0,0,0,13.1467964441205,12.9988411540717,1013.65
202306,144,82,25,1,1,0,1,11.8739579012344,11.8719765835686,471.769
202402,1,0,0,0,0,1,0,8.9445502459405,8.94468068355889,105.337
202308,35,10,5,0,0,1,0,11.7746741553955,8.57979233317276,1583.799
202306,167,58,59,0,1,3,1,12.7925250874192,12.2930573554976,1273.38
202301,410,125,189,1,0,3,1,15.6565296049795,14.2187531982193,7470.913
202309,78,3,4,0,0,0,0,12.1943896645052,9.64004270444839,574.509
202207,23,6,7,0,0,0,0,14.6201718320263,9.61126184003447,2911.214
202303,171,25,81,0,0,0,0,15.0199844367314,13.1617590752469,2375.995
202312,259,37,35,0,0,2,1,12.9744641166752,12.9036624430373,1731.95
202303,314,87,56,0,1,2,0,11.4806398483473,11.4806501764184,436.794
202312,314,98,86,3,1,0,0,12.4455264584146,12.4455303936949,600.228
202303,155,38,40,0,0,0,0,13.5250071760257,13.0150654305827,1229.061
202309,97,1,4,0,0,0,0,8.69884785922249,8.34972083747249,18.684
202410,185,16,8,0,0,0,0,10.7669891349471,10.1249496910678,46.13
202404,149,26,12,0,0,0,1,13.3767202837625,13.0674973927631,2430.196
202405,197,82,108,0,0,0,0,12.2675063517143,12.1185411332937,679.235
202303,50,9,29,0,0,0,0,12.5964816437844,12.569621410537,263.031
202405,41,6,27,0,0,0,1,12.96894875995,12.9159614005919,1130.454
202403,36,18,10,0,0,1,0,13.9972436082889,13.7872170449067,4267.518
202211,25,4,11,0,0,0,0,13.3729975743804,13.1914546440503,2158.014
202310,207,51,66,0,1,1,0,13.4389258667065,12.8488971131675,1815.704
202211,73,12,6,0,0,0,0,11.9854883166109,11.606042332131,437.829
202307,75,7,36,0,0,0,0,12.8474395710512,12.5162742394118,1108.752
202407,52,18,14,0,0,0,0,11.3774836772739,11.3774951276338,260.667
202210,47,17,20,0,0,0,1,12.9553709272054,12.7841343986148,2715.06
202402,771,75,188,1,0,2,0,12.9805002290412,12.9654756218672,825.674
202301,324,81,94,0,0,3,0,14.9147796309024,14.5595803892319,2258.147
202301,149,30,91,0,0,1,1,14.6163855000433,14.2096288672783,4103.9
202212,142,19,31,0,0,0,1,12.2624529789663,12.2224281618897,467.993
202306,196,45,93,0,0,0,1,12.5860763456005,12.4967066068678,1185.736
202301,64,18,15,0,1,0,1,12.6473809746091,12.6109775967798,517.535
202310,20,2,4,0,0,1,0,11.6154820532953,11.4826208847054,714.629
202211,544,90,174,0,1,2,1,13.4373886927615,13.1690771015492,1011.951
202309,77,3,15,0,0,0,0,13.6685789246709,11.1967067343763,4810.914
202303,114,4,13,0,0,0,0,10.545683485467,10.5457097919108,101.322
202211,25,8,14,1,0,0,0,13.3115529618761,13.2061602601053,2321.739
202409,90,6,7,0,0,0,0,10.6745443982202,8.69767973226446,214.685
202307,39,6,17,0,0,1,1,12.8227355712733,12.3540097754623,987.595
202407,731,259,162,6,1,3,1,14.9210454963711,13.1935689989532,7220.931
202404,191,44,56,0,0,0,1,13.0758062182225,12.9718288181915,650.958
202406,42,4,30,0,0,0,0,12.1483111086716,11.9211534195673,657.437
202408,135,46,28,0,1,1,0,11.9850830228453,11.6195441887521,942.399
202210,11,4,1,0,0,0,0,12.4500614177059,11.5054173494799,1610.901
202308,129,15,11,1,0,0,0,8.88364023250367,8.84893999503012,65.404
202401,258,64,78,0,1,3,0,13.9241730162047,13.8432589846003,1701.27
202301,187,28,51,0,0,1,1,14.9164820614952,14.3952409693379,1696.419
202301,260,27,37,1,1,1,0,12.4527959953648,12.0835320606625,601.391
202212,154,4,8,0,0,0,0,10.6018212597834,10.6018461301466,73.283
202210,203,8,16,1,0,0,0,10.504382373391,10.3234799599248,239.393
202303,535,18,77,1,1,0,0,12.5285509942722,12.4357428518199,441.715
202210,529,18,77,1,1,0,0,12.3920458602317,12.2913600373109,448.929
202310,280,7,5,0,1,0,0,9.72722758712077,9.72728722274711,102.829
202408,67,7,20,0,0,1,0,14.4369517255095,13.8133642563058,3782.52
202404,31,7,8,1,0,0,1,12.8283949203098,12.6580300416161,373.151
202310,11,1,0,0,0,0,0,6.97166860472579,6.97260625130175,0.314
202401,163,41,41,0,1,0,0,12.6246513927837,12.5383790743533,1112.691
202207,68,10,36,0,1,0,0,10.4009847460908,9.79188537595483,660.898
202406,12,1,2,0,0,1,1,12.9779316485287,12.6534631391987,3803.812
202210,729,205,174,1,1,1,1,13.7744583286087,13.1880331334543,2037.022
202208,78,30,20,0,0,0,0,12.2873853156906,11.8783460540235,752.543
202408,329,125,17,0,1,9,1,13.4127213663958,10.9430396200747,1637.959
202407,486,36,184,0,0,0,0,13.543163632121,13.1125110017534,2922.662
202212,278,6,26,0,0,1,0,14.0957479877027,12.4765729532232,802.667
202410,79,6,9,0,0,0,0,12.4904768516431,11.3503477102129,559.34
202207,84,4,10,0,0,1,0,10.5860539535519,9.52427481557203,268.492
202307,277,71,57,0,0,1,0,8.20275638165564,8.20303024171486,409.186
202212,235,29,55,0,1,0,0,12.3297449718868,11.9250483607425,627.033
202312,95,47,17,0,1,1,0,12.5976044680079,12.5976078481048,668.523
202406,225,86,75,3,0,1,0,13.1166732191159,12.8936971038954,1779.142
202207,62,21,23,0,0,1,1,13.387864256012,13.2151686042502,3053.363
202303,336,104,71,0,1,0,1,11.4300654591031,11.3580011526332,547.189
202403,318,81,72,0,0,3,1,14.2864275199946,13.970954971985,1755.085
202303,58,7,3,1,0,0,0,10.4077718282587,10.4078020246865,24.465
202306,88,7,15,0,0,0,0,11.8608673868347,11.2683539662424,511.941
202301,323,57,77,0,0,0,0,12.8583144947641,12.1131511106408,1109.307
202212,105,27,16,0,1,0,0,12.2344511398318,11.6291962466356,220.688
202303,9,0,0,0,0,2,0,13.793733142056,12.9257668158209,4488.426
202210,21,7,5,0,0,1,0,12.5956251503783,12.3961101907074,717.601
202303,701,387,116,1,0,5,1,14.3448308952565,14.1016852448811,4096.037
202303,61,25,26,0,0,0,0,11.8350596874906,11.4803402878725,996.34
202208,28,12,6,0,0,0,1,11.7608084570466,11.7412873769258,1229.939
202207,137,54,31,0,0,1,1,12.2758831826375,11.9024034574509,1443.297
202210,163,39,26,0,0,2,0,11.4124198120386,9.52566193023138,1865.524
202207,102,2,2,0,0,0,0,11.6430585900186,11.4320841051256,496.215
202301,191,39,33,0,0,0,1,13.5405604226572,13.3147804690303,1209.978
202306,131,27,47,0,0,0,0,12.946449249127,12.757397011576,986.605
202404,699,216,113,1,1,1,0,11.1650403484923,11.1650545090876,1880.481
202306,354,63,146,1,1,0,1,13.3516035067624,13.0351352496532,2406.423
202410,4,1,2,0,0,0,0,10.902058487024,9.90792768056215,130.51
202303,3,0,1,0,0,1,0,13.3470641156734,0,1839.732
202307,25,2,4,0,0,0,0,12.6301141392113,10.9181746062665,696.593
202303,62,15,23,0,0,0,1,11.7579713983361,11.7579792249914,241.303
202402,356,49,37,0,1,1,1,14.7412762602009,14.6197880269838,2620.622
202303,87,9,24,0,0,1,1,13.6855191778096,12.1969763998424,827.199
202211,61,22,21,1,0,1,0,13.0354210889371,12.1085480156401,798.567
202212,216,41,73,1,0,0,1,12.8458928862994,12.7072842019001,706.472
202210,18,6,3,0,0,0,0,12.8820685807722,12.6554366097614,845.482
202408,6,0,1,0,0,0,0,11.0132705492064,0,230.132
202307,20,1,10,0,0,3,1,14.1763554953824,13.9829121976078,4793.331
202408,1175,551,167,0,1,8,1,11.6375296281948,11.5845016634595,3148.244
202312,41,8,21,0,0,0,0,13.5785545523903,13.1652542702777,839.405
202312,5,1,0,0,0,2,0,12.64134895121,0,422.901
202406,102,18,32,0,0,0,0,12.0239870608926,12.0239930594589,589.899
202210,72,24,5,0,0,1,0,11.1165885676889,11.0563986146116,261.662
202210,215,28,77,0,0,0,0,13.1706334063269,12.9377696411647,1075.983
202406,641,210,120,0,0,0,1,10.5229612819091,10.1165807679968,837.963
202307,310,48,112,0,1,1,1,12.6198729194283,12.0520761204871,1371.627
202303,108,12,23,0,0,1,0,11.984353079867,11.9613989756656,483.373
202410,371,70,76,1,1,0,0,9.59804875849509,9.58445240242632,433.312
202301,333,43,65,1,1,0,1,13.1229851840425,12.40167232327,771.2
202405,47,17,20,0,0,0,1,13.1503170085526,12.9426767461431,2240.981
202310,27,2,10,0,1,2,1,13.2106654211252,13.1389687420365,2504.391
202409,71,7,26,0,0,0,0,11.7957407136243,10.2532637547837,587.082
202307,44,3,15,0,0,0,0,13.4589427511433,11.4727907342301,1094.757
202303,99,0,11,0,1,0,0,9.03145291191651,9.03157249338153,40.017
202303,265,53,41,0,0,4,1,13.5881920536495,12.6690201890517,3093.735
202208,99,0,11,0,1,0,0,10.1102171285821,10.1102577897324,62.501
202403,85,31,21,0,0,1,1,14.6674402462841,14.4223310361823,7159.718
202310,314,87,56,0,1,2,0,9.82930265434675,9.82935650319305,389.061
202303,10,4,3,0,0,0,0,12.9332347046774,12.4749349824893,1229.163
202401,3,1,1,0,0,0,0,11.964268564478,11.8920534423423,648.602
202311,54,22,10,0,0,0,1,11.3175916142953,11.3176037713893,245.286
202401,314,86,57,0,1,2,0,11.7678079645515,11.767815714597,532.441
202312,170,30,53,0,0,0,0,13.7387990456932,13.651544699817,1064.27
202309,179,21,52,0,1,0,0,10.8773299542483,10.7942758439979,426.624
202212,11,1,0,0,0,0,0,8.16706817834124,8.16735198705607,0.466
202301,108,12,23,0,0,1,0,12.6707873128423,12.6552707072032,552.774
202410,429,91,133,1,1,0,1,13.7987549637442,13.5480806849386,2428.97
202303,281,2,5,0,0,0,0,9.40294223817769,9.25071426611446,59.465
202207,187,58,38,0,0,2,0,12.6883629830833,11.54288224626,1783.825
202405,30,1,10,0,1,0,0,11.5607913926408,11.158633394019,257.627
